ID_Institution,Nom Institution
644,CECIL COLLEGE
645,JOHNS HOPKINS UNIVERSITY
646,FROSTBURG STATE UNIVERSITY
647,THE COMMUNITY COLLEGE OF BALTIMORE
648,NOTRE DAME OF MARYLAND UNIVERSITY
649,HARFORD COMMUNITY COLLEGE
650,HOOD COLLEGE
651,MORGAN STATE UNIVERSITY
652,LOYOLA UNIVERSITY MARYLAND
653,MONTGOMERY COLLEGE
654,WASHINGTON COLLEGE
655,UNIVERSITY OF MARYLAND SCHOOL OF NURSING
656,PRINCE GEORGE'S COMMUNITY COLLEGE
657,FREDERICK COMMUNITY COLLEGE
658,SAINT JOHN'S COLLEGE
659,UNIVERSITY OF MARYLAND EASTERN SHORE
660,MCDANIEL COLLEGE
661,GOUCHER COLLEGE
662,UNIVERSITY OF BALTIMORE
663,STEVENSON UNIVERSITY
664,MOUNT ST MARY'S UNIVERSITY
665,COLLEGE OF SOUTHERN MARYLAND
666,UNIVERSITY OF SOUTHERN MAINE
667,UNIVERSITY OF MAINE AT MACHIAS
668,BATES COLLEGE
669,MAINE COLLEGE OF ART
670,UNIVERSITY OF MAINE AT FORT KENT
671,BOWDOIN COLLEGE
672,COLBY COLLEGE
673,COLLEGE OF THE ATLANTIC
674,UNIVERSITY OF MAINE
675,EASTERN MAINE COMMUNITY COLLEGE
676,UNIVERSITY OF MAINE AT PRESQUE ISLE
677,SOUTHERN MAINE COMMUNITY COLLEGE
678,THOMAS COLLEGE
679,UNIVERSITY OF MAINE AT FARMINGTON
680,UNIVERSITY OF NEW ENGLAND
681,HUSSON UNIVERSITY
682,MICHIGAN STATE UNIVERSITY
683,ANDREWS UNIVERSITY
684,LAKE SUPERIOR STATE UNIVERSITY
685,ALBION COLLEGE
686,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT
687,FERRIS STATE UNIVERSITY
688,MUSKEGON COMMUNITY COLLEGE
689,CALVIN COLLEGE
690,CENTRAL MICHIGAN UNIVERSITY
691,COLLEGE FOR CREATIVE STUDIES
692,MOTT COMMUNITY COLLEGE
693,CRANBROOK ACADEMY OF ART
694,HOPE COLLEGE
695,NORTHWESTERN MICHIGAN COLLEGE
696,UNIVERSITY OF MICHIGAN
697,NORTHERN MICHIGAN UNIVERSITY
698,EASTERN MICHIGAN UNIVERSITY
699,UNIVERSITY OF MICHIGAN-DEARBORN
700,ALMA COLLEGE
701,DELTA COLLEGE
702,MARYGROVE COLLEGE
703,WESTERN MICHIGAN UNIVERSITY
704,AQUINAS COLLEGE
705,WASHTENAW COMMUNITY COLLEGE
706,SPRING ARBOR UNIVERSITY
707,GRAND VALLEY STATE UNIVERSITY
708,GRAND RAPIDS COMMUNITY COLLEGE
709,WAYNE STATE UNIVERSITY
710,KETTERING UNIVERSITY
711,MONTCALM COMMUNITY COLLEGE
712,UNIVERSITY OF SOUTHERN MAINE PLANETARIUM
713,KALAMAZOON VALLEY COMMUNITY COLLEGE
714,SIENA HEIGHTS UNIVERSITY
715,SCHOOLCRAFT COLLEGE
716,WEST SHORE COMMUNITY COLLEGE
717,SAGINAW VALLEY STATE UNIVERSITY
718,OAKLAND UNIVERSITY
719,UNIVERSITY OF DETROIT MERCY
720,JACKSON COLLEGE
721,HENRY FORD COMMUNITY COLLEGE
722,SOUTHWESTERN MICHIGAN COLLEGE
723,ST CLAIR COUNTY COMMUNITY COLLEGE
724,MID MICHIGAN COMMUNITY COLLEGE
725,UNIVERSITY OF MICHIGAN-FLINT
726,SOUTHWEST MINNESOTA STATE UNIVERSITY
727,UNIVERSITY OF ST THOMAS
728,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE
729,RIDGEWATER COLLEGE
730,COLLEGE OF SAINT BENEDICT
731,CARLETON COLLEGE
732,ST CATHERINE UNIVERSITY
733,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE
734,AUGSBURG COLLEGE
735,CONCORDIA UNIVERSITY-SAINT PAUL
736,MINNESOTA STATE UNIVERSITY-MANKATO
737,CONCORDIA COLLEGE AT MOORHEAD
738,UNIVERSITY OF NORTHWESTERN-ST PAUL
739,SAINT CLOUD STATE UNIVERSITY
740,SAINT OLAF COLLEGE
741,UNIVERSITY OF MINNESOTA
742,CENTRAL LAKES COLLEGE-BRAINERD
743,NORTH HENNEPIN COMMUNITY COLLEGE
744,UNIVERSITY OF MINNESOTA - DULUTH
745,METROPOLITAN STATE UNIVERSITY
746,ANOKA-RAMSEY COMMUNITY COLLEGE
747,GUSTAVUS ADOLPHUS COLLEGE
748,UNIVERSITY OF MINNESOTA-MORRIS
749,INVER HILLS COMMUNITY COLLEGE
750,RIVERLAND COMMUNITY COLLEGE
751,BETHEL UNIVERSITY
752,LAKE SUPERIOR COLLEGE
753,MACALESTER COLLEGE
754,SAINT MARY'S UNIVERSITY OF MINNESOTA
755,SOUTH CENTRAL COLLEGE
756,MINNEAPOLIS COLLEGE OF ART AND DESIGN
757,MINNESOTA STATE UNIVERSITY-MOORHEAD
758,NORMANDALE COMMUNITY COLLEGE
759,WINONA STATE UNIVERSITY
760,BEMIDJI STATE UNIVERSITY
761,SAINT JOHNS UNIVERSITY
762,HAMLINE UNIVERSITY
763,BETHANY LUTHERAN COLLEGE
764,JEFFERSON COLLEGE
765,CENTRAL METHODIST UNIVERSITY
766,EVANGEL UNIVERSITY
767,NORTHWEST MISSOURI STATE UNIVERSITY
768,MARYVILLE UNIVERSITY
769,PARK UNIVERSITY
770,METROPOLITAN COMMUNITY COLLEGE-KANSAS CITY
771,SAINT LOUIS COMMUNITY COLLEGE
772,SAINT LOUIS UNIVERSITY
773,STATE FAIR COMMUNITY COLLEGE
774,STEPHENS COLLEGE
775,TRUMAN STATE UNIVERSITY
776,HARRIS-STOWE STATE UNIVERSITY
777,NORTH CENTRAL MISSOURI COLLEGE
778,SOUTHWEST BAPTIST UNIVERSITY
779,EAST CENTRAL COLLEGE
780,MOBERLY AREA COMMUNITY COLLEGE
781,FONTBONNE UNIVERSITY
782,UNIVERSITY OF MISSOURI-ST. LOUIS
783,UNIVERSITY OF MISSOURI-COLUMBIA
784,ROCKHURST UNIVERSITY
785,COLUMBIA COLLEGE
786,HANNIBAL-LAGRANGE UNIVERSITY
787,SOUTHEAST MISSOURI STATE UNIVERSITY
788,WEBSTER UNIVERSITY
789,KANSAS CITY ART INSTITUTE
790,CROWDER COLLEGE
791,WASHINGTON UNIVERSITY
792,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY
793,A T STILL UNIVERSITY OF HEALTH SCIENCES
794,WESTMINSTER COLLEGE
795,UNIVERSITY OF MISSOURI-KANSAS CITY
796,MISSOURI BAPTIST UNIVERSITY
797,DRURY UNIVERSITY
798,MISSOURI WESTERN STATE UNIVERSITY
799,COLLEGE OF THE OZARKS
800,ST CHARLES COMMUNITY COLLEGE
801,MISSOURI SOUTHERN STATE UNIVERSITY
802,MISSOURI STATE UNIVERSITY- SPRINGFIELD
803,AVILA UNIVERSITY
804,THREE RIVERS COMMUNITY COLLEGE
805,UNIVERSITY OF CENTRAL MISSOURI
806,MISSOURI VALLEY COLLEGE
807,MISSISSIPPI UNIVERSITY FOR WOMEN
808,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE
809,UNIVERSITY OF MISSISSIPPI
810,MISSISSIPPI STATE UNIVERSITY
811,JONES COUNTY JUNIOR COLLEGE
812,DELTA STATE UNIVERSITY
813,MISSISSIPPI GULF COAST COMMUNITY COLLEGE
814,ITAWAMBA COMMUNITY COLLEGE
815,UNIVERSITY OF SOUTHERN MISSISSIPPI
816,MILLSAPS COLLEGE
817,WILLIAM CAREY UNIVERSITY
818,JACKSON STATE UNIVERSITY
819,HINDS COMMUNITY COLLEGE
820,MISSISSIPPI COLLEGE
821,COPIAH-LINCOLN COMMUNITY COLLEGE
822,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE
823,PEARL RIVER COMMUNITY COLLEGE
824,TOUGALOO COLLEGE
825,CARROLL COLLEGE
826,UNIVERSITY OF MONTANA
827,UNIVERSITY OF GREAT FALLS
828,DAWSON COMMUNITY COLLEGE
829,MONTANA STATE UNIVERSITY- NORTHERN
830,MONTANA STATE UNIVERSITY
831,MONTANA TECH OF THE UNIVERSITY OF MONTANA
832,MONTANA STATE UNIVERSITY- BILLINGS
833,ROCKY MOUNTAIN COLLEGE
834,UNIVERSITY OF MONTANA WESTERN
835,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
836,LENOIR-RHYNE UNIVERSITY
837,BARTON COLLEGE
838,BENNETT COLLEGE FOR WOMEN
839,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON
840,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE
841,NORTH CAROLINA CENTRAL UNIVERSITY
842,APPALACHIAN STATE UNIVERSITY
843,WAKE FOREST UNIVERSITY
844,NORTH CAROLINA STATE UNIVERSITY
845,HIGH POINT UNIVERSITY
846,DAVIDSON COLLEGE
847,WINSTON-SALEM STATE UNIVERSITY
848,ELIZABETH CITY STATE UNIVERSITY
849,ELON UNIVERSITY
850,CAMPBELL UNIVERSITY
851,FAYETTEVILLE STATE UNIVERSITY
852,WESTERN CAROLINA UNIVERSITY
853,JOHNSTON COMMUNITY COLLEGE
854,MEREDITH COLLEGE
855,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO
856,CHOWAN UNIVERSITY
857,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH
858,GUILFORD COLLEGE
859,MONTREAT COLLEGE
860,HAYWOOD COMMUNITY COLLEGE
861,DUKE UNIVERSITY
862,JOHNSON UNIVERSITY
863,GREENSBORO COLLEGE
864,LOUISBURG COLLEGE
865,MITCHELL COMMUNITY COLLEGE
866,NORTH CAROLINA WESLEYAN COLLEGE
867,NORTH CAROLINA A & T STATE UNIVERSITY
868,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE
869,COLLEGE OF THE ALBEMARLE
870,WESTERN PIEDMONT COMMUNITY COLLEGE
871,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE
872,SANDHILLS COMMUNITY COLLEGE
873,BREVARD COLLEGE
874,NORTH CAROLINA A&T STATE UNIVERSITY
875,SOUTHEASTERN COMMUNITY COLLEGE
876,MARS HILL COLLEGE
877,GARDNER-WEBB UNIVERSITY
878,CAPE FEAR COMMUNITY COLLEGE
879,UNIVERSITY OF NORTH DAKOTA
880,DICKINSON STATE UNIVERSITY
881,BISMARCK STATE COLLEGE
882,MINOT STATE UNIVERSITY
883,NORTH DAKOTA STATE UNIVERSITY
884,VALLEY CITY STATE UNIVERSITY
885,MAYVILLE STATE UNIVERSITY
886,WAYNE STATE COLLEGE
887,NEBRASKA WESLEYAN UNIVERSITY
888,UNIVERSITY OF NEBRASKA-LINCOLN
889,YORK COLLEGE
890,THE CREATIVE CENTER
891,CHADRON STATE COLLEGE
892,DOANE COLLEGE-CRETE
893,METROPOLITAN COMMUNITY COLLEGE AREA
894,UNIVERSITY OF NEBRASKA AT KEARNEY
895,HASTINGS COLLEGE
896,COLLEGE OF SAINT MARY
897,UNION COLLEGE
898,CREIGHTON UNIVERSITY
899,MIDLAND UNIVERSITY
900,UNIVERSITY OF NEBRASKA-OMAHA
901,CONCORDIA UNIVERSITY
902,DOANE COLLEGE-LINCOLN GRAND ISLAND AND MASTER
903,WESTERN NEBRASKA COMMUNITY COLLEGE
904,MID-PLAINS COMMUNITY COLLEGE
905,NEW HAMPSHIRE INSTITUTE OF ART
906,RIVIER UNIVERSITY
907,SAINT ANSELM COLLEGE
908,UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER
909,DARTMOUTH COLLEGE
910,UNIVERSITY OF NEW HAMPSHIRE
911,PLYMOUTH STATE UNIVERSITY
912,COLBY-SAWYER COLLEGE
913,SOUTHERN NEW HAMPSHIRE UNIVERSITY
914,NEW ENGLAND COLLEGE
915,KEENE STATE COLLEGE
916,FRANKLIN PIERCE UNIVERSITY
917,SUSSEX COUNTY COMMUNITY COLLEGE
918,ATLANTIC CAPE COMMUNITY COLLEGE
919,WILLIAM PATERSON COLLEGE OF NEW JERSEY
920,CAMDEN COUNTY COLLEGE
921,BLOOMFIELD COLLEGE
922,PASSAIC COUNTY COMMUNITY COLLEGE
923,COUNTY COLLEGE OF MORRIS
924,THE COLLEGE OF NEW JERSEY
925,GLOUCESTER COUNTY COLLEGE
926,ROWAN UNIVERSITY
927,DREW UNIVERSITY
928,PRINCETON THEOLOGICAL SEMINARY
929,PRINCETON UNIVERSITY
930,MERCER COUNTY COMMUNITY COLLEGE
931,RUTGERS UNIVERSITY
932,MONTCLAIR STATE UNIVERSITY
933,NEW JERSEY CITY UNIVERSITY
934,KEAN UNIVERSITY
935,RAMAPO COLLEGE OF NEW JERSEY
936,MONMOUTH UNIVERSITY
937,RARITAN VALLEY COMMUNITY COLLEGE
938,OCEAN COUNTY COLLEGE
939,RIDER UNIVERSITY
940,FELICIAN COLLEGE
941,SAINT PETER'S UNIVERSITY
942,GEORGIAN COURT UNIVERSITY
943,RUTGERS UNIVERSITY-CAMDEN
944,THE RICHARD STOCKTON COLLEGE OF NEW JERSEY
945,BURLINGTON COUNTY COLLEGE
946,MIDDLESEX COUNTY COLLEGE
947,UNION COUNTY COLLEGE
948,CALDWELL COLLEGE
949,SETON HALL UNIVERSITY
950,EASTERN NEW MEXICO UNIVERSITY
951,CLOVIS COMMUNITY COLLEGE
952,NEW MEXICO STATE UNIVERSITY-DONA ANA
953,WESTERN NEW MEXICO UNIVERSITY
954,NEW MEXICO MILITARY INSTITUTE
955,UNIVERSITY OF NEW MEXICO AT TAOS
956,UNIVERSITY OF NEW MEXICO
957,UNIVERSITY OF NEW MEXICO-VALENCIA COUNTY CAMPUS
958,MESALANDS COMMUNITY COLLEGE
959,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY
960,SAN JUAN COLLEGE
961,NEW MEXICO STATE UNIVERSITY-MAIN CAMPUS
962,NEW MEXICO JUNIOR COLLEGE
963,COLLEGE OF SOUTHERN NEVADA
964,UNIVERSITY OF NEVADA AT LAS VEGAS
965,GREAT BASIN COLLEGE
966,TRUCKEE MEADOWS COMMUNITY COLLEGE
967,UNIVERSITY OF NEVADA AT RENO
968,SIERRA NEVADA COLLEGE
969,ADELPHI UNIVERSITY
970,SUNY COLLEGE AT OLD WESTBURY
971,MARIST COLLEGE
972,COLLEGE OF STATEN ISLAND CUNY
973,CUNY KINGSBOROUGH COMMUNITY COLLEGE
974,CUNY BROOKLYN COLLEGE
975,LIU BROOKLYN
976,LIU BRENTWOOD
977,SUNY AT BINGHAMTON
978,ST THOMAS AQUINAS COLLEGE
979,SARAH LAWRENCE COLLEGE
980,BARD COLLEGE
981,SUNY AT GENESEO
982,SUNY COLLEGE AT CORTLAND
983,BRIARCLIFFE COLLEGE
984,IONA COLLEGE
985,SUNY COLLEGE AT BUFFALO
986,ST FRANCIS COLLEGE
987,UNIVERSITY OF BRIDGEPORT
988,NIAGARA UNIVERSITY
989,SUNY WESTCHESTER COMMUNITY COLLEGE
990,CAZENOVIA COLLEGE
991,PACE UNIVERSITY-NEW YORK
992,CLINTON COMMUNITY COLLEGE
993,NAZARETH COLLEGE
994,CUNY CITY COLLEGE
995,CORNELL UNIVERSITY
996,CORNING COMMUNITY COLLEGE
997,DAEMEN COLLEGE
998,ROBERTS WESLEYAN COLLEGE
999,ST. JOHN'S UNIVERSITY�
1000,TROCAIRE COLLEGE
1001,UTICA COLLEGE
1002,HOFSTRA UNIVERSITY HEMPSTEAD
1003,THE COLLEGE OF SAINT ROSE
1004,SAINT BONAVENTURE UNIVERSITY
1005,NASSAU COMMUNITY COLLEGE
1006,FORDHAM UNIVERSITY
1007,HARTWICK COLLEGE
1008,JAMESTOWN COMMUNITY COLLEGE
1009,ALFRED UNIVERSITY
1010,CUNY QUEENS COLLEGE
1011,VASSAR COLLEGE
1012,SKIDMORE COLLEGE
1013,ONONDAGA COMMUNITY COLLEGE
1014,JEFFERSON COMMUNITY COLLEGE
1015,SUNY BROOME COMMUNITY COLLEGE
1016,ELMIRA COLLEGE
1017,NEW YORK UNIVERSITY
1018,SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL
1019,CUNY BRONX COMMUNITY COLLEGE
1020,ITHACA COLLEGE
1021,HERKIMER COUNTY COMMUNITY COLLEGE
1022,MARYMOUNT MANHATTAN COLLEGE
1023,LONG ISLAND UNIVERSITY
1024,RENSSELAER POLYTECHNIC INSTITUTE
1025,HOBART AND WILLIAM SMITH COLLEGES
1026,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER
1027,JEWISH THEOLOGICAL SEMINARY OF AMERICA
1028,SYRACUSE UNIVERSITY
1029,CUNY LAGUARDIA COMMUNITY COLLEGE
1030,MERCY COLLEGE
1031,CUNY LEHMAN COLLEGE
1032,HUNTER COLLEGE
1033,MORRISVILLE STATE COLLEGE
1034,CAYUGA COUNTY COMMUNITY COLLEGE
1035,THE SAGE COLLEGES
1036,CUNY HOSTOS COMMUNITY COLLEGE
1037,TEACHERS COLLEGE AT COLUMBIA UNIVERSITY
1038,SUFFOLK COUNTY COMMUNITY COLLEGE
1039,UNIVERSITY OF ROCHESTER
1040,FARMINGDALE STATE COLLEGE
1041,MONROE COMMUNITY COLLEGE
1042,SUNY AT FREDONIA
1043,DUTCHESS COMMUNITY COLLEGE
1044,COLUMBIA UNIVERSITY
1045,MOLLOY COLLEGE
1046,ULSTER COUNTY COMMUNITY COLLEGE
1047,FASHION INSTITUTE OF TECHNOLOGY
1048,STONY BROOK UNIVERSITY
1049,UNITED STATES MERCHANT MARINE ACADEMY
1050,SUNY AT PURCHASE COLLEGE
1051,ROCKLAND COMMUNITY COLLEGE
1052,METROPOLITAN COLLEGE OF NEW YORK
1053,NIAGARA COUNTY COMMUNITY COLLEGE
1054,NEW YORK INSTITUTE OF TECHNOLOGY
1055,HOUGHTON COLLEGE
1056,SAINT JOHN FISHER COLLEGE
1057,RUTGERS UNIVERSITY-NEWARK
1058,VILLA MARIA COLLEGE
1059,FULTON-MONTGOMERY COMMUNITY COLLEGE
1060,CANISIUS COLLEGE
1061,COLGATE UNIVERSITY
1062,PRATT INSTITUTE
1063,CUNY QUEENSBOROUGH COMMUNITY COLLEGE
1064,SAINT LAWRENCE UNIVERSITY
1065,KEUKA COLLEGE
1066,SUNY COLLEGE AT POTSDAM
1067,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY
1068,GEORGIA GWINNETT COLLEGE
1069,HAMILTON COLLEGE
1070,SUNY AT NEW PALTZ
1071,SUNY COLLEGE AT ONEONTA
1072,CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE
1073,CUNY BERNARD M BARUCH COLLEGE
1074,SIMMONS COLLEGE
1075,SUNY COLLEGE AT PLATTSBURGH
1076,SCHOOL OF VISUAL ARTS
1077,HUDSON VALLEY COMMUNITY COLLEGE
1078,SUNY COLLEGE AT OSWEGO
1079,UNIVERSITY OF BUFFALO
1080,WAGNER COLLEGE
1081,SUNY AT ALBANY
1082,MOHAWK VALLEY COMMUNITY COLLEGE
1083,ADIRONDACK COMMUNITY COLLEGE
1084,UNITED STATES MILITARY ACADEMY AT WEST POINT
1085,SIENA COLLEGE
1086,YESHIVA UNIVERSITY
1087,CUNY YORK COLLEGE
1088,OBERLIN COLLEGE
1089,MARIETTA COLLEGE
1090,LOURDES UNIVERSITY
1091,CLEVELAND STATE UNIVERSITY
1092,ASHLAND UNIVERSITY
1093,UNIVERSITY OF AKRON MAIN CAMPUS
1094,OHIO STATE UNIVERSITY
1095,BOWLING GREEN STATE UNIVERSITY
1096,LAKE ERIE COLLEGE
1097,UNIVERSITY OF TOLEDO
1098,CINCINNATI CHRISTIAN UNIVERSITY
1099,COLLEGE OF WOOSTER
1100,UNIVERSITY OF MOUNT UNION
1101,UNIVERSITY OF CINCINNATI
1102,DENISON UNIVERSITY
1103,TIFFIN UNIVERSITY
1104,KENT STATE UNIVERSITY
1105,CUYAHOGA COMMUNTY COLLEGE
1106,OHIO NORTHERN UNIVERSITY
1107,UNIVERSITY OF RIO GRANDE
1108,OTTERBEIN UNIVERSITY
1109,HIRAM COLLEGE
1110,MALONE UNIVERSITY
1111,ANTIOCH UNIVERSITY-MIDWEST
1112,BLUFFTON UNIVERSITY
1113,KENYON COLLEGE
1114,WILMINGTON COLLEGE
1115,MIAMI UNIVERSITY
1116,HOCKING COLLEGE
1117,YOUNGSTOWN STATE UNIVERSITY
1118,OHIO UNIVERSITY
1119,OHIO WESLEYAN UNIVERSITY
1120,OHIO STATE UNIVERSITY-NEWARK CAMPUS
1121,BOWLING GREEN STATE UNIVERSITY-FIRELANDS
1122,THE UNIVERSITY OF FINDLAY
1123,CENTRAL STATE UNIVERSITY
1124,OHIO UNIVERSITY-EASTERN CAMPUS
1125,UNIVERSITY OF CINCINNATI-CLERMONT COLLEGE
1126,OHIO STATE UNIVERSITY-MANSFIELD CAMPUS
1127,OHIO UNIVERSITY-LANCASTER CAMPUS
1128,CLEVELAND INSTITUTE OF ART
1129,WRIGHT STATE UNIVERSITY-LAKE CAMPUS
1130,MOUNT VERNON NAZARENE UNIVERSITY
1131,CAPITAL UNIVERSITY
1132,SHAWNEE STATE UNIVERSITY
1133,HEBREW UNION COLLEGE-JEWISH INSTITUTE OF RELIGION
1134,WRIGHT STATE UNIVERSITY
1135,COLLEGE OF MOUNT SAINT JOSEPH
1136,FRANCISCAN UNIVERSITY OF STEUBENVILLE
1137,UNIVERSITY OF CINCINNATI-BLUE ASH COLLEGE
1138,OWENS COMMUNITY COLLEGE
1139,URSULINE COLLEGE
1140,OHIO DOMINICAN UNIVERSITY
1141,WIDENER UNIVERSITY-HARRISBURG CAMPUS
1142,DEFIANCE COLLEGE
1143,XAVIER UNIVERSITY
1144,NORTHERN OKLAHOMA COLLEGE
1145,NORTHEASTERN STATE UNIVERSITY
1146,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY
1147,UNIVERSITY OF CENTRAL OKLAHOMA
1148,ORAL ROBERTS UNIVERSITY
1149,ROGERS STATE UNIVERSITY
1150,UNIVERSITY OF OKLAHOMA
1151,OKLAHOMA STATE UNIVERSITY
1152,UNIVERSITY OF TULSA
1153,CAMERON UNIVERSITY
1154,OKLAHOMA CITY COMMUNITY COLLEGE
1155,SAINT GREGORY'S UNIVERSITY
1156,OKLAHOMA PANHANDLE STATE UNIVERSITY
1157,OKLAHOMA CITY UNIVERSITY
1158,NORTHEASTERN JUNIOR COLLEGE
1159,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY
1160,EAST CENTRAL UNIVERSITY
1161,NORTHWESTERN OKLAHOMA STATE UNIVERSITY
1162,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY
1163,TULSA COMMUNITY COLLEGE
1164,OKLAHOMA CHRISTIAN UNIVERSITY
1165,CONNORS STATE COLLEGE
1166,PACIFIC NORTHWEST COLLEGE OF ART
1167,CLACKAMAS COMMUNITY COLLEGE
1168,MARYLHURST COLLEGE
1169,BLUE MOUNTAIN COMMUNITY COLLEGE
1170,OREGON COLLEGE OF ART AND CRAFT
1171,REED COLLEGE
1172,ROGUE COMMUNITY COLLEGE
1173,CHEMEKETA COMMUNITY COLLEGE
1174,WILLAMETTE UNIVERSITY
1175,UNIVERSITY OF OREGON
1176,PACIFIC UNIVERSITY
1177,LANE COMMUNITY COLLEGE
1178,LINN-BENTON COMMUNITY COLLEGE
1179,LINFIELD COLLEGE-MCMINNVILLE CAMPUS
1180,OREGON STATE UNIVERSITY
1181,SOUTHERN OREGON UNIVERSITY
1182,EASTERN OREGON UNIVERSITY
1183,PORTLAND STATE UNIVERSITY
1184,CORBAN UNIVERSITY
1185,LEWIS AND CLARK COLLEGE
1186,TILLAMOOK BAY COMMUNITY COLLEGE
1187,UMPQUA COMMUNITY COLLEGE
1188,UNIVERSITY OF PORTLAND
1189,DREXEL UNIVERSITY
1190,PENNSYLVANIA STATE UNIVERSITY
1191,VILLANOVA UNIVERSITY
1192,ARCADIA UNIVERSITY
1193,MUHLENBERG COLLEGE
1194,LAFAYETTE COLLEGE
1195,LYCOMING COLLEGE
1196,WESTMORELAND COUNTY COMMUNITY COLLEGE
1197,MONTGOMERY COUNTY COMMUNITY COLLEGE
1198,DELAWARE VALLEY COLLEGE
1199,UNIVERSITY OF PENNSYLVANIA
1200,MOORE COLLEGE OF ART AND DESIGN
1201,CHEYNEY UNIVERSITY OF PENNSYLVANIA
1202,ALLEGHENY COLLEGE
1203,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA
1204,BRYN MAWR COLLEGE
1205,LA ROCHE COLLEGE
1206,CARLOW UNIVERSITY
1207,IMMACULATA UNIVERSITY
1208,CHATHAM UNIVERSITY
1209,MARYWOOD COLLEGE
1210,MERCYHURST UNIVERSITY
1211,UNIVERSITY OF PITTSBURGH
1212,LEHIGH UNIVERSITY
1213,DUQUESNE UNIVERSITY
1214,CHESTNUT HILL COLLEGE
1215,EDINBORO UNIVERSITY OF PENNSYLVANIA
1216,TEMPLE UNIVERSITY
1217,ALBRIGHT COLLEGE
1218,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BERKS
1219,DELAWARE COUNTY COMMUNITY COLLEGE
1220,PENNSYLVANIA COLLEGE OF TECHNOLOGY
1221,GANNON UNIVERSITY
1222,WEST CHESTER UNIVERSITY
1223,COMMUNITY COLLEGE OF PHILADELPHIA
1224,ACADEMY OF THE NEW CHURCH
1225,"BLOOMSBURG UNIVERSITY OF PENNSYLVANIA, BLOOMSBURG"
1226,HAVERFORD COLLEGE
1227,ELIZABETHTOWN COLLEGE
1228,BUCKS COUNTY COMMUNITY COLLEGE
1229,UNIVERSITY OF SCRANTON
1230,CARNEGIE MELLON UNIVERSITY
1231,EASTERN UNIVERSITY
1232,PITTSBURGH THEOLOGICAL SEMINARY
1233,INDIANA UNIVERSITY OF PENNSYLVANIA
1234,UNIVERSITY OF PITTSBURGH-BRADFORD
1235,LA SALLE UNIVERSITY
1236,CEDAR CREST COLLEGE
1237,ROSEMONT COLLEGE
1238,POINT PARK UNIVERSITY
1239,KEYSTONE COLLEGE
1240,SWARTHMORE COLLEGE
1241,MANSFIELD UNIVERSITY OF PENNSYLVANIA
1242,SUSQUEHANNA UNIVERSITY
1243,MESSIAH COLLEGE
1244,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA
1245,UNIVERSITY OF THE SCIENCES
1246,BUTLER COUNTY COMMUNITY COLLEGE
1247,MARYWOOD UNIVERSITY
1248,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA
1249,ALVERNIA UNIVERSITY
1250,PENNSYLVANIA ACADEMY OF THE FINE ARTS
1251,JUNIATA COLLEGE
1252,NEUMANN UNIVERSITY
1253,FRANKLIN AND MARSHALL COLLEGE
1254,WASHINGTON AND JEFFERSON COLLEGE
1255,PHILADELPHIA UNIVERSITY
1256,WAYNESBURG UNIVERSITY
1257,MORAVIAN COLLEGE
1258,WIDENER UNIVERSITY
1259,URSINUS COLLEGE
1260,HARRISBURG AREA COMMUNITY COLLEGE
1261,UNIVERSITY OF THE ARTS
1262,SAINT VINCENT COLLEGE
1263,BUCKNELL UNIVERSITY
1264,CLARION UNIVERSITY OF PENNSYLVANIA
1265,GETTYSBURG COLLEGE
1266,LUZERNE COUNTY COMMUNITY COLLEGE
1267,SETON HILL UNIVERSITY
1268,KUTZTOWN UNIVERSITY OF PENNSYLVANIA
1269,WILKES UNIVERSITY
1270,SAINT FRANCIS UNIVERSITY
1271,LEBANON VALLEY COLLEGE
1272,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA
1273,DICKINSON COLLEGE
1274,MANOR COLLEGE
