ID_employeur,Nom_Employeur
920071852,NULL
920115504,NULL
921761906,NULL
920165178,NULL
920062352,NULL
711010049,NULL
911833974,NULL
920095561,NULL
550819611,NULL
920141774,NULL
920127531,NULL
810649085,NULL
237067119,NULL
920145434,NULL
920091086,NULL
30382080,NULL
920170600,NULL
920039344,NULL
920101994,NULL
920177435,NULL
920150422,NULL
920156423,NULL
920143639,NULL
920119470,NULL
920129376,NULL
926000147,NULL
926002560,NULL
510174974,NULL
943220880,NULL
311591643,NULL
920165946,NULL
920023588,NULL
920086250,NULL
261910346,NULL
920155562,NULL
510180584,NULL
920147295,NULL
920074363,NULL
456688579,NULL
920089647,NULL
920067823,NULL
926010338,NULL
920131177,NULL
920133850,NULL
920093792,NULL
920156981,NULL
264095584,NULL
920139287,NULL
201276510,NULL
920111895,NULL
680561000,NULL
810645819,NULL
205090234,NULL
270251570,NULL
571199151,NULL
383749864,NULL
926002856,NULL
237213390,NULL
431262322,NULL
920165948,NULL
920128343,NULL
920042378,NULL
272917330,NULL
263774589,NULL
731652033,NULL
270980810,NULL
943104608,NULL
943149724,NULL
920172991,NULL
204609315,NULL
205241723,NULL
920058042,NULL
920165430,NULL
453069319,NULL
920104701,NULL
910112878,NULL
920060340,NULL
920162384,NULL
920097153,NULL
262877798,NULL
943194998,NULL
920085097,NULL
920118118,NULL
203297367,NULL
203440561,NULL
920042250,NULL
926003434,NULL
920166923,NULL
800508049,NULL
926003019,NULL
311748946,NULL
710879791,NULL
920117700,NULL
920041226,NULL
920081844,NULL
920132479,NULL
920018660,NULL
920112427,NULL
920134317,NULL
202076516,NULL
920074478,NULL
920169964,NULL
261253086,NULL
920119189,NULL
364642971,NULL
920109160,NULL
920044211,NULL
30425229,NULL
920104105,NULL
926002943,NULL
263289067,NULL
920164498,NULL
920159463,NULL
546044435,NULL
262796849,NULL
920123743,NULL
510451736,NULL
926000144,NULL
392050503,NULL
271720928,NULL
631281222,NULL
721374279,NULL
263936733,NULL
582082521,NULL
263821641,NULL
631177118,NULL
631182396,NULL
63600619,NULL
261819848,NULL
631238510,NULL
630587127,NULL
581905488,NULL
630870612,NULL
470855579,NULL
412024874,NULL
631153400,NULL
630840041,NULL
636001138,NULL
636005396,NULL
570888888,NULL
205655870,NULL
273480154,NULL
237013282,NULL
631230100,NULL
630947714,NULL
311624974,NULL
630813173,NULL
237090795,NULL
631207156,NULL
630794562,NULL
631103657,NULL
630302110,NULL
631163085,NULL
452068398,NULL
631161613,NULL
630980262,NULL
630829374,NULL
636000720,NULL
200440925,NULL
800610605,NULL
486134391,NULL
631114123,NULL
208457213,NULL
630825743,NULL
631279860,NULL
631269511,NULL
261631003,NULL
630815980,NULL
631125485,NULL
203185948,NULL
201162009,NULL
263196982,NULL
201422131,NULL
631082554,NULL
237113175,NULL
412131470,NULL
631287732,NULL
581892067,NULL
636050611,NULL
200889261,NULL
510198758,NULL
630958984,NULL
237077565,NULL
621231591,NULL
452905587,NULL
631131736,NULL
630507477,NULL
631155307,NULL
261445870,NULL
630968833,NULL
274919416,NULL
272352328,NULL
631079285,NULL
630868992,NULL
630750036,NULL
201689780,NULL
630505871,NULL
636001873,NULL
630841878,NULL
631102108,NULL
630899081,NULL
273076166,NULL
861068765,NULL
630750700,NULL
237166483,NULL
364613415,NULL
421680937,NULL
721371633,NULL
631281672,NULL
630968762,NULL
630778962,NULL
630886689,NULL
630312914,NULL
630520830,NULL
237260098,NULL
630727557,NULL
630900704,NULL
421604918,NULL
470957257,NULL
631188043,NULL
271533813,NULL
630844429,NULL
201529088,NULL
631280912,NULL
510228142,NULL
460750517,NULL
630879969,NULL
630957200,NULL
452440701,NULL
800302022,NULL
630852981,NULL
237106142,NULL
630985647,NULL
205588114,NULL
631277848,NULL
631120044,NULL
300120729,NULL
630869280,NULL
271306768,NULL
636000724,NULL
631126688,NULL
631059119,NULL
630708730,NULL
631258383,NULL
631115201,NULL
630459459,NULL
630897820,NULL
630302179,NULL
630477348,NULL
630964472,NULL
631043359,NULL
721396280,NULL
800390812,NULL
451141355,NULL
237410066,NULL
630999086,NULL
636155201,NULL
311622515,NULL
630498828,NULL
630762151,NULL
272431378,NULL
237061795,NULL
631225568,NULL
300579538,NULL
631146615,NULL
630954637,NULL
870784414,NULL
371548000,NULL
631076879,NULL
630631003,NULL
204599041,NULL
341979481,NULL
631252575,NULL
630814351,NULL
631212771,NULL
570907699,NULL
