ID_Finance,Tax_Period,Chiffre_Affaires,Benefice,RefEmployer
1,2013-12-30,602912,550236,920071852
2,2013-12-30,1379576,1323742,920115504
3,2013-12-30,740030,729080,921761906
4,2014-12-30,0,0,920165178
5,NULL,NULL,NULL,920062352
6,2013-12-30,2658938,34374,711010049
7,2013-12-30,16500,16500,911833974
8,2014-06-30,0,0,920095561
9,2014-12-30,184295,31393,550819611
10,NULL,NULL,NULL,920141774
11,2014-03-30,4502727,4050394,920127531
12,2013-12-30,1370930,615273,810649085
13,2013-12-30,182675,129192,237067119
14,2014-12-30,0,0,920145434
15,2013-12-30,769702,221807,920091086
16,2014-12-30,0,0,30382080
17,2013-12-30,3331564,2793744,920170600
18,2013-12-30,3310088,2393748,920039344
19,2014-12-30,157509,157509,920101994
20,2013-12-30,331826,15734,920177435
21,2013-12-30,1103875,1055839,920150422
22,2014-12-30,0,0,920156423
23,2014-09-30,8282,8282,920143639
24,NULL,NULL,NULL,920119470
25,2013-12-30,6851982,4116780,920129376
26,2013-06-30,NULL,NULL,926000147
27,2013-06-30,333248,288158,926002560
28,2012-12-30,0,0,510174974
29,2013-12-30,335104,335104,943220880
30,2014-12-30,0,0,311591643
31,2013-12-30,59819,59819,920165946
32,2013-06-30,66512448,63692296,920023588
33,2013-12-30,914275,908922,920086250
34,NULL,NULL,NULL,261910346
35,2013-06-30,0,0,920155562
36,2014-06-30,0,0,510180584
37,2014-12-30,0,0,920147295
38,2014-06-30,0,0,920074363
39,2013-12-30,0,0,456688579
40,2014-06-30,86045,86045,920089647
41,2014-04-30,0,0,920067823
42,2013-12-30,47693,34193,926010338
43,2013-12-30,1422621,1416741,920131177
44,NULL,NULL,NULL,920133850
45,2013-12-30,16773,14657,920093792
46,2013-12-30,295812,268677,920156981
47,2013-12-30,156377,156377,264095584
48,2014-09-30,0,0,920139287
49,2013-12-30,35320,31075,201276510
50,2013-12-30,0,0,920111895
51,2012-12-30,0,0,680561000
52,2013-12-30,1549084,1549084,810645819
53,2012-12-30,0,0,205090234
54,2014-12-30,0,0,270251570
55,2014-12-30,0,0,571199151
56,2014-03-30,0,0,383749864
57,2013-12-30,780811,742408,926002856
58,2014-12-30,0,0,237213390
59,2014-12-30,0,0,431262322
60,2014-09-30,91510,91510,920165948
61,2013-12-30,48842,39227,920128343
62,NULL,NULL,NULL,920042378
63,2014-06-30,0,0,272917330
64,2013-12-30,1037819,1037819,263774589
65,2013-12-30,78314,78314,731652033
66,2013-12-30,0,0,270980810
67,2013-12-30,454933,287801,943104608
68,2013-12-30,0,0,943149724
69,2013-12-30,37843,37598,920172991
70,NULL,NULL,NULL,204609315
71,2014-12-30,0,0,205241723
72,2013-12-30,39167,36901,920058042
73,2013-12-30,85602,85352,920165430
74,2014-12-30,0,0,453069319
75,2014-06-30,0,0,920104701
76,NULL,NULL,NULL,910112878
77,2013-12-30,87442,67641,920060340
78,2013-06-30,638447,609946,920162384
79,2013-12-30,433429,433429,920097153
80,2013-12-30,50,50,262877798
81,2012-12-30,892091,534898,943194998
82,2013-12-30,133637,133637,920085097
83,2013-12-30,0,0,920118118
84,2013-12-30,161428,144442,203297367
85,2014-12-30,0,0,203440561
86,2013-12-30,0,0,920042250
87,2014-12-30,587933,29269,926003434
88,2013-12-30,65544,65544,920166923
89,2014-09-30,0,0,800508049
90,2014-12-30,0,0,926003019
91,2013-12-30,31028,28358,311748946
92,2013-12-30,349281,349281,710879791
93,2014-06-30,0,0,920117700
94,NULL,NULL,NULL,920041226
95,2013-12-30,7870397,7812834,920081844
96,2013-09-30,9601562,9469200,920132479
97,2014-06-30,25020,20137,920018660
98,2013-12-30,85605,49871,920112427
99,2014-06-30,323889,323889,920134317
100,2013-12-30,0,0,202076516
101,2014-06-30,186233,160043,920074478
102,2013-12-30,36802,34039,920169964
103,2013-12-30,1958626,1923217,261253086
104,2014-06-30,15193,15193,920119189
105,2013-12-30,0,0,364642971
106,2013-12-30,85074,78315,920109160
107,2013-12-30,19338,18705,920044211
108,2014-12-30,0,0,30425229
109,2009-12-30,0,0,920104105
110,2013-12-30,0,0,926002943
111,2013-12-30,0,0,263289067
112,2013-12-30,0,0,920164498
113,2013-12-30,678148,645570,920159463
114,2013-06-30,336681,224685,546044435
115,2013-12-30,327481,327481,262796849
116,2013-12-30,357970,193187,920123743
117,2013-12-30,0,0,510451736
118,NULL,NULL,NULL,926000144
119,NULL,NULL,NULL,392050503
120,2013-12-30,0,0,271720928
121,2013-12-30,0,0,631281222
122,NULL,NULL,NULL,721374279
123,2012-06-30,312533,312533,263936733
124,2013-12-30,64159,64159,582082521
125,2014-06-30,0,0,263821641
126,2014-06-30,0,0,631177118
127,2014-09-30,1101454,806811,631182396
128,NULL,NULL,NULL,63600619
129,2013-12-30,21884,21884,261819848
130,2013-12-30,0,0,631238510
131,2014-09-30,1748733,1642172,630587127
132,2014-06-30,0,0,581905488
133,2013-06-30,369221,368247,630870612
134,2014-09-30,0,0,470855579
135,2014-12-30,0,0,412024874
136,2014-09-30,7618,7618,631153400
137,2014-09-30,62187,62187,630840041
138,2013-09-30,NULL,NULL,636001138
139,NULL,NULL,NULL,636005396
140,NULL,NULL,NULL,570888888
141,2014-12-30,0,0,205655870
142,2014-12-30,0,0,273480154
143,2014-09-30,586834,488198,237013282
144,2014-12-30,0,0,631230100
145,2013-12-30,118576,118576,630947714
146,2014-07-30,126728,118567,311624974
147,2013-12-30,463192,440703,630813173
148,2014-09-30,0,0,237090795
149,2013-09-30,538889,538889,631207156
150,2014-07-30,0,0,630794562
151,2013-12-30,72827,72827,631103657
152,2014-06-30,6812202,6772233,630302110
153,2012-12-30,0,0,631163085
154,2013-12-30,0,0,452068398
155,NULL,NULL,NULL,631161613
156,2014-06-30,0,0,630980262
157,2013-12-30,0,0,630829374
158,NULL,NULL,NULL,636000720
159,2013-12-30,206923,206923,200440925
160,2014-09-30,0,0,800610605
161,2013-12-30,43103,43103,486134391
162,2013-12-30,0,0,631114123
163,2013-12-30,0,0,208457213
164,2013-12-30,112856,51666,630825743
165,2014-12-30,0,0,631279860
166,2014-09-30,0,0,631269511
167,2014-12-30,0,0,261631003
168,2013-12-30,63718,56883,630815980
169,2013-12-30,5329649,NULL,631125485
170,2013-12-30,0,0,203185948
171,2013-12-30,54487,54487,201162009
172,2013-12-30,21702,13548,263196982
173,2014-09-30,3110338,2733087,201422131
174,2014-09-30,150662,143128,631082554
175,2013-12-30,9281,8783,237113175
176,2014-12-30,0,0,412131470
177,NULL,NULL,NULL,631287732
178,2014-06-30,2736160,2736160,581892067
179,2013-12-30,210641,136632,636050611
180,2013-12-30,188366,188366,200889261
181,2013-12-30,16565,16565,510198758
182,2013-12-30,3894335,3837208,630958984
183,2014-06-30,25404,25404,237077565
184,2013-12-30,10969184,8932428,621231591
185,2014-12-30,0,0,452905587
186,NULL,NULL,NULL,631131736
187,NULL,NULL,NULL,630507477
188,2014-12-30,0,0,631155307
189,2013-12-30,34828,34828,261445870
190,2013-12-30,8095,8095,630968833
191,2014-12-30,0,0,274919416
192,2014-12-30,0,0,272352328
193,2013-12-30,64294,-4221,631079285
194,2013-09-30,1423105,1252295,630868992
195,2014-12-30,0,0,630750036
196,2011-12-30,28050,28050,201689780
197,NULL,NULL,NULL,630505871
198,NULL,NULL,NULL,636001873
199,2013-12-30,419396,419396,630841878
200,NULL,NULL,NULL,631102108
201,2013-12-30,2714683,1745386,630899081
202,2013-12-30,0,0,273076166
203,2013-12-30,1018,1018,861068765
204,2013-12-30,0,0,630750700
205,2014-12-30,0,0,237166483
206,2014-02-28,0,0,364613415
207,2013-12-30,50286,50286,421680937
208,2013-12-30,88560,88560,721371633
209,2013-12-30,0,0,631281672
210,2014-12-30,0,0,630968762
211,2013-12-30,0,0,630778962
212,2014-09-30,611829,600563,630886689
213,2013-06-30,343788271,208251061,630312914
214,NULL,NULL,NULL,630520830
215,2014-06-30,0,0,237260098
216,2013-05-30,128509,124305,630727557
217,2014-12-30,0,0,630900704
218,NULL,NULL,NULL,421604918
219,2013-12-30,0,0,470957257
220,2014-12-30,0,0,631188043
221,2014-12-30,0,0,271533813
222,2013-09-30,199297,199297,630844429
223,2014-12-30,0,0,201529088
224,2014-12-30,0,0,631280912
225,2014-05-30,318188,318188,510228142
226,2014-06-30,18552,NULL,460750517
227,2011-12-30,0,0,630879969
228,2014-12-30,0,0,630957200
229,2014-12-30,0,0,452440701
230,2014-12-30,0,0,800302022
231,2013-01-30,0,0,630852981
232,NULL,NULL,NULL,237106142
233,2014-08-30,0,0,630985647
234,2011-12-30,0,0,205588114
235,2014-12-30,0,0,631277848
236,NULL,NULL,NULL,631120044
237,NULL,NULL,NULL,300120729
238,2014-09-30,41388,41388,630869280
239,2014-06-30,0,0,271306768
240,NULL,NULL,NULL,636000724
241,2014-04-30,0,0,631126688
242,2014-06-30,254637,189558,631059119
243,NULL,NULL,NULL,630708730
244,2013-12-30,0,0,631258383
245,2014-12-30,0,0,631115201
246,2014-05-30,487641,487641,630459459
247,2014-12-30,0,0,630897820
248,2013-06-30,35426734,34774309,630302179
249,2011-09-30,NULL,NULL,630477348
250,2014-06-30,0,0,630964472
251,2014-12-30,0,0,631043359
252,2013-12-30,465927,465927,721396280
253,2013-12-30,0,0,800390812
254,2014-12-30,0,0,451141355
255,NULL,NULL,NULL,237410066
256,2014-06-30,0,0,630999086
257,2014-09-30,266618,180582,636155201
258,2013-12-30,3350,3350,311622515
259,NULL,NULL,NULL,630498828
260,2013-09-30,2256563,2185174,630762151
261,2013-12-30,7074,5738,272431378
262,2011-12-30,0,0,237061795
263,2014-12-30,0,0,631225568
264,2014-09-30,0,0,300579538
265,2014-06-30,1,NULL,631146615
266,2012-12-30,0,0,630954637
267,2014-12-30,0,0,870784414
268,2014-12-30,0,0,371548000
269,NULL,NULL,NULL,631076879
270,2014-03-30,0,0,630631003
271,2014-12-30,0,0,204599041
272,NULL,NULL,NULL,341979481
273,2013-12-30,53324,53324,631252575
274,2013-12-30,11385,11385,630814351
275,2013-09-30,0,0,631212771
276,2013-12-30,20867,13067,570907699
277,2013-12-30,38330,38330,721381517
278,2014-12-30,0,0,800536377
279,NULL,NULL,NULL,636001102
280,NULL,NULL,NULL,636001099
281,2014-09-30,0,0,522442424
282,NULL,NULL,NULL,721397865
283,2014-09-30,71987,15228,631135382
284,2013-09-30,0,0,10553804
285,2014-09-30,0,0,631003555
286,NULL,NULL,NULL,820565568
287,2013-12-30,231386,223739,203026109
288,2013-12-30,1050693,1024873,636057050
289,2013-09-30,261626,199930,631259625
290,NULL,NULL,NULL,810570090
291,2013-12-30,9804,9804,201991965
292,2012-12-30,528066,528066,631271978
293,NULL,NULL,NULL,208934192
294,2014-12-30,0,0,651284589
295,2013-12-30,0,0,630719059
296,2014-05-30,293253,284056,630401485
297,2014-06-30,0,0,205235080
298,2014-09-30,0,0,581893440
299,2013-12-30,20453,20453,631106693
300,2014-11-30,0,0,261683010
301,2013-12-30,0,0,631175393
302,2013-12-30,0,0,462991869
303,2014-05-30,0,0,570892846
304,2013-12-30,0,0,450540727
305,2013-12-30,41211,5906,710954514
306,2013-09-30,2024641,2015943,630644957
307,2014-12-30,0,0,630805313
308,2014-03-30,0,0,630751972
309,2013-12-30,0,0,262945770
310,2013-12-30,40019,40019,631086519
311,2013-12-30,146509,146509,581986641
312,2013-12-30,0,0,454516928
313,NULL,NULL,NULL,631099463
314,2014-09-30,0,0,570886830
315,NULL,NULL,NULL,630503016
316,2013-12-30,483757,445388,630896818
317,NULL,NULL,NULL,800386553
318,2013-12-30,19057,19057,631114994
319,2014-12-30,0,0,631109899
320,2013-12-30,849416,786968,630586480
321,2014-07-30,0,0,237259371
322,2011-12-30,0,0,841649326
323,2013-04-30,0,0,631003896
324,NULL,NULL,NULL,630576487
325,2013-12-30,0,0,331142019
326,2013-12-30,61919,50467,237227476
327,2013-12-30,0,0,631206763
328,2013-12-30,3643,3643,631118100
329,2013-09-30,0,0,630719832
330,2014-06-30,0,0,582019106
331,NULL,NULL,NULL,455621085
332,2014-12-30,0,0,631025058
333,2014-12-30,0,0,630875376
334,NULL,NULL,NULL,630870617
335,2014-11-30,82948,82948,630516397
336,2013-12-30,570352,94581,636187139
337,2013-12-30,0,0,770668636
338,2014-12-30,0,0,262621160
339,2014-06-30,9087425,8587867,630288850
340,2013-09-30,0,0,631041380
341,2013-12-30,5970,5970,352278120
342,2013-12-30,14523,14523,631281790
343,2013-12-30,96402,95811,631133420
344,2013-12-30,10522096,8814675,581933712
345,NULL,NULL,NULL,630501425
346,2014-06-30,0,0,830469656
347,NULL,NULL,NULL,912004069
348,2014-09-30,554949,371589,630654347
349,2014-09-30,3749971,3668329,631162561
350,2014-12-30,0,0,271535187
351,2013-12-30,221412,221412,631009605
352,2013-12-30,54423,53441,582518635
353,2013-12-30,373421,311572,631085886
354,2012-12-30,0,0,262628601
355,2014-09-30,516603,502005,510193586
356,2014-12-30,59539,59539,582046324
357,2013-09-30,2796070,2759203,636049847
358,2014-12-30,0,0,630959638
359,2012-06-30,600,600,631137012
360,2014-12-30,0,0,631123958
361,2013-09-30,112334,74908,510188791
362,2014-09-30,44650,44650,631022145
363,2013-12-30,46907,46907,273072418
364,2014-12-30,0,0,630694971
365,2014-12-30,0,0,461395428
366,2014-12-30,0,0,630804628
367,2013-12-30,8621580,1120580,631102879
368,2013-12-30,55000,55000,463009387
369,2013-12-30,174280,174280,631067870
370,2013-12-30,0,0,621578456
371,2013-12-30,87805,76396,636065813
372,2013-12-30,1430797,1406452,581962874
373,2014-12-30,0,0,273395716
374,NULL,NULL,NULL,205702017
375,2014-12-30,0,0,631029756
376,2014-12-30,0,0,630707486
377,2014-06-30,0,0,630789014
378,NULL,NULL,NULL,636001422
379,2014-12-30,0,0,582196159
380,2014-06-30,0,0,237281907
381,2013-12-30,46229,46229,522150056
382,NULL,NULL,NULL,631271845
383,2013-10-30,0,0,630843245
384,2014-12-30,0,0,113764925
385,NULL,NULL,NULL,464584777
386,2012-12-30,0,0,271257620
387,2014-12-30,0,0,630947935
388,2014-09-30,111804,7815,630947414
389,2014-12-30,0,0,320356534
390,2013-09-30,103113,98710,237004506
391,NULL,NULL,NULL,432023916
392,2014-12-30,0,0,273126699
393,2013-12-30,0,0,203193651
394,2014-05-30,53254,45193,630644989
395,NULL,NULL,NULL,721345154
396,2013-12-30,118905,116075,630972961
397,2013-12-30,0,0,753117341
398,2013-12-30,0,0,272864769
399,2014-12-30,0,0,630968480
400,2014-09-30,86407,86407,630881568
401,2014-05-30,36632804,29957155,630288841
402,2014-12-30,0,0,631122414
403,2013-12-30,86280,34600,237269474
404,NULL,NULL,NULL,631191545
405,2014-09-30,0,0,630841639
406,2013-12-30,72416,72416,630733157
407,2014-12-30,0,0,631211203
408,2013-12-30,375106,375106,954895476
409,2013-12-30,21283,21283,631149586
410,2014-06-30,254016,233359,636051240
411,2013-12-30,31896,31896,264262985
412,2014-05-30,0,0,237366837
413,2014-06-30,450,450,270148450
414,NULL,NULL,NULL,636001109
415,2013-12-30,131481,131481,631065660
416,2014-06-30,0,0,311623751
417,2013-06-30,24958925,24958925,630315935
418,NULL,NULL,NULL,630701340
419,2013-12-30,789462,291156,630480594
420,2014-12-30,21026,21026,630860482
421,NULL,NULL,NULL,631274380
422,2013-12-30,0,0,731648133
423,2014-12-30,0,0,237420825
424,NULL,NULL,NULL,630502384
425,2013-12-30,23566,23566,631139064
426,2013-12-30,0,0,631110441
427,2013-12-30,0,0,731659739
428,2013-09-30,217954,217954,631248988
429,2014-08-30,186237,186237,636067908
430,2012-12-30,0,0,273511979
431,2013-12-30,12945,9788,320233016
432,2013-12-30,189558,189558,721378363
433,2014-06-30,124168,124168,237380532
434,2014-09-30,406078,256287,630589651
435,2013-09-30,2022595,2022595,631265839
436,2013-12-30,0,0,631142888
437,NULL,NULL,NULL,636000893
438,2014-12-30,0,0,261731941
439,2013-12-30,0,0,570899716
440,NULL,NULL,NULL,270546635
441,2013-12-30,1,NULL,631206198
442,2013-12-30,0,0,263935409
443,2014-06-30,1418325,1349832,631233997
444,2014-12-30,0,0,571141135
445,NULL,NULL,NULL,631125528
446,2013-12-30,0,0,263102385
447,2014-12-30,0,0,630866891
448,2013-12-30,156279,32401,631087719
449,NULL,NULL,NULL,636001100
450,2014-06-30,5233,5233,237201048
451,2013-12-30,97443,84992,630870182
452,2013-12-30,0,0,630737652
453,2013-09-30,616447,616447,630958800
454,2014-07-30,193759,126914,237041470
455,2014-12-30,0,0,850286731
456,2014-12-30,0,0,331210121
457,2014-12-30,0,0,710768382
458,2014-03-30,56592,-2579,200034009
459,2013-12-30,136056,97058,581705722
460,2014-06-30,4803891,2298256,237337495
461,2013-12-30,24000,-6000,710528626
462,2014-10-30,105123,61281,710750791
463,2013-12-30,94916,90780,621692456
464,NULL,NULL,NULL,421638281
465,2013-06-30,151926,135707,710594754
466,NULL,NULL,NULL,710765416
467,2014-06-30,313808,203143,237401813
468,2013-12-30,298712,276867,431987358
469,NULL,NULL,NULL,710725667
470,2013-12-30,0,0,710528866
471,NULL,NULL,NULL,201835294
472,2014-12-30,0,0,462055113
473,2013-12-30,438194,413565,237173855
474,NULL,NULL,NULL,716000556
475,2011-12-30,0,0,710841016
476,NULL,NULL,NULL,716014834
477,2013-12-30,576019,214306,710444606
478,2014-06-30,95283,95283,716065972
479,2014-06-30,90059515,73739473,710239576
480,NULL,NULL,NULL,716007749
481,2013-12-30,336424,107552,710636240
482,2012-06-30,1095225,1095225,710398247
483,2014-06-30,377069131,155513256,716056774
484,2012-12-30,0,0,710518015
485,2013-12-30,96920,96920,710789481
486,2014-06-30,48623,48623,710827998
487,NULL,NULL,NULL,611535515
488,2013-12-30,0,0,550866853
489,NULL,NULL,NULL,716001828
490,2013-12-30,58218,57995,710636998
491,2014-12-30,0,0,710521264
492,2014-12-30,0,0,710525106
493,2014-12-30,0,0,710773500
494,2014-12-30,0,0,710531085
495,NULL,NULL,NULL,201741950
496,2013-12-30,41466,41466,710518731
497,2013-12-30,0,0,711023145
498,2014-12-30,0,0,710662391
499,NULL,NULL,NULL,710408489
500,2014-12-30,0,0,261467465
501,2014-12-30,0,0,710828053
502,2014-12-30,160611,138292,262632165
503,2013-12-30,0,0,113820952
504,2014-12-30,0,0,710484540
505,2013-12-30,0,0,710813074
506,2014-05-30,22582,22582,621699437
507,2014-12-30,0,0,710791277
508,2014-12-30,0,0,542102281
509,2014-12-30,0,0,721616748
510,NULL,NULL,NULL,710714026
511,2013-12-30,14724333,14573938,204718511
512,2014-06-30,0,0,710511989
513,2013-12-30,0,0,237411022
514,2011-12-30,0,0,261434061
515,2013-12-30,12794,12794,582216039
516,2013-12-30,0,0,800057490
517,2013-12-30,58683,54346,710593054
518,2014-12-30,0,0,861158055
519,2014-12-30,0,0,522456816
520,NULL,NULL,NULL,237425902
521,2013-12-30,69132,69132,237402592
522,2013-12-30,0,0,710802177
523,2014-12-30,0,0,581969892
524,2013-12-30,482391631,NULL,201359710
525,2013-12-30,384251,196440,770618199
526,2013-12-30,83384,64758,710584837
527,2014-12-30,0,0,320266934
528,NULL,NULL,NULL,710847443
529,2014-12-30,0,0,201746268
530,2013-12-30,0,0,237305443
531,2014-12-30,0,0,710484798
532,NULL,NULL,NULL,710437939
533,2013-12-30,0,0,710851340
534,2013-12-30,43407,43407,710734673
535,2013-12-30,64376,53647,710491031
536,NULL,NULL,NULL,582004726
537,2014-12-30,0,0,710584915
538,2011-12-30,0,0,943427145
539,NULL,NULL,NULL,710236904
540,2013-12-30,32485,29972,203052168
541,NULL,NULL,NULL,710568299
542,2014-12-30,0,0,710832287
543,2014-04-30,0,0,710497745
544,2014-06-30,319256,279517,716055767
545,2013-12-30,0,0,272140710
546,2014-05-30,111301561,80789073,710236897
547,NULL,NULL,NULL,202822907
548,2014-06-30,0,0,710537897
549,2014-12-30,68998,49571,716061440
550,2014-12-30,0,0,621680555
551,2013-12-30,6721,6721,453908996
552,2013-12-30,0,0,710595355
553,2013-12-30,0,0,710542755
554,2013-12-30,12525,NULL,582040842
555,2013-12-30,69988,69988,200875546
556,2012-12-30,0,0,454685152
557,2013-12-30,0,0,710770513
558,2014-12-30,0,0,710642613
559,2013-12-30,0,0,201076214
560,NULL,NULL,NULL,581661483
561,2014-05-30,86138057,61089833,710239383
562,2014-04-30,1926208,1926208,463581169
563,2012-12-30,0,0,710542206
564,NULL,NULL,NULL,716000286
565,2013-12-30,48853,47537,710809313
566,2013-12-30,198127,198127,710569359
567,2014-01-30,0,0,800576414
568,2014-07-30,19251,19251,710580290
569,2014-06-30,0,0,770610164
570,2013-12-30,0,0,710628036
571,2014-06-30,0,0,710548451
572,2014-06-30,6910378,4346136,710427299
573,2014-07-30,73690,73690,390839280
574,2014-12-30,0,0,710799530
575,2013-12-30,0,0,716057799
576,2013-12-30,129838,124987,581978634
577,NULL,NULL,NULL,200698437
578,2013-12-30,39099,39099,710485874
579,NULL,NULL,NULL,710068554
580,2013-06-30,26476071,20791522,710246213
581,NULL,NULL,NULL,710821741
582,NULL,NULL,NULL,710485901
583,NULL,NULL,NULL,581837949
584,2013-12-30,0,0,521321153
585,2013-12-30,0,0,710541634
586,2014-12-30,0,0,710808942
587,NULL,NULL,NULL,710828320
588,NULL,NULL,NULL,710240677
589,2013-12-30,0,0,710592588
590,2012-12-30,0,0,113740409
591,2014-06-30,18217,18217,710838078
592,2013-09-30,0,0,710568400
593,2014-12-30,0,0,200872366
594,NULL,NULL,NULL,710451862
595,2014-12-30,0,0,710583755
596,NULL,NULL,NULL,721259010
597,2014-04-30,2004885,1944192,202129318
598,2013-12-30,0,0,710697102
599,2014-12-30,0,0,710720982
600,2013-12-30,9900,6273,800460029
601,2014-12-30,0,0,421740773
602,2013-12-30,94800,NULL,300132719
603,NULL,NULL,NULL,710569737
604,2013-12-30,342148,322923,710477370
605,2013-12-30,0,0,800321818
606,2013-12-30,99811,-106157,331057185
607,2013-12-30,6463706,6325448,710391707
608,2014-10-30,0,0,461148314
609,2013-12-30,898462,NULL,208270698
610,NULL,NULL,NULL,770340983
611,2013-12-30,176163,146632,237209818
612,2013-12-30,6245,6245,800284082
613,2013-01-30,15452,14157,454292873
614,2013-12-30,0,0,581995650
615,2013-12-30,0,0,710530855
616,NULL,NULL,NULL,710736118
617,2013-12-30,0,0,710558430
618,2014-07-30,27457,25427,731620964
619,2014-12-30,0,0,621714015
620,2014-04-30,0,0,710800735
621,NULL,NULL,NULL,710779754
622,NULL,NULL,NULL,202110621
623,2014-06-30,8488,8488,581807199
624,2013-12-30,163962,151851,710752573
625,2013-12-30,0,0,742914079
626,2013-12-30,41573,26961,710546082
627,2014-06-30,0,0,412137453
628,NULL,NULL,NULL,710618479
629,NULL,NULL,NULL,710697509
630,NULL,NULL,NULL,920156438
631,2011-12-30,17108,17108,581940102
632,NULL,NULL,NULL,710637542
633,2014-12-30,0,0,204833013
634,2013-12-30,0,0,421701095
635,2012-06-30,0,0,263468948
636,2014-12-30,0,0,710781904
637,2013-12-30,926133,NULL,710713232
638,2010-12-30,0,0,202373844
639,2013-12-30,77698,72206,710546270
640,2014-10-30,195023,87270,710350045
641,NULL,NULL,NULL,716008509
642,NULL,NULL,NULL,237067470
643,NULL,NULL,NULL,710737922
644,2013-12-30,0,0,237420722
645,NULL,NULL,NULL,237061144
646,2014-12-30,0,0,800216041
647,2013-12-30,27079,27079,710811879
648,2011-12-30,0,0,264380880
649,2013-12-30,0,0,710840963
650,2014-12-30,0,0,710766821
651,2013-12-30,0,0,710502870
652,2014-12-30,0,0,581737653
653,2014-12-30,0,0,351859237
654,2013-06-30,0,0,710789198
655,2013-09-30,0,0,710592295
656,2014-12-30,58031,58031,710559061
657,2013-12-30,824920,824920,710673454
658,2014-11-30,0,0,770590293
659,NULL,NULL,NULL,710718948
660,2014-06-30,3921906,1417396,716053580
661,2013-12-30,0,0,272489176
662,2013-12-30,0,0,237085216
663,2014-06-30,0,0,710539426
664,2014-06-30,46022397,29146944,710236867
665,2013-06-30,149721327,149716437,710236896
666,2013-12-30,0,0,710585941
667,2014-06-30,0,0,710789129
668,NULL,NULL,NULL,900368548
669,2013-12-30,0,0,200985136
670,2014-12-30,0,0,262342074
671,2014-12-30,0,0,710724502
672,2014-06-30,221998,221998,431662964
673,2013-12-30,0,0,261411078
674,2013-06-30,59562,59562,331173248
675,2014-12-30,0,0,710815209
676,2013-12-30,0,0,452063407
677,NULL,NULL,NULL,716010030
678,NULL,NULL,NULL,710394794
679,2014-12-30,0,0,710770917
680,2014-12-30,0,0,581918353
681,2014-12-30,0,0,710825056
682,2013-12-30,0,0,710823772
683,NULL,NULL,NULL,203259008
684,2013-12-30,0,0,300212518
685,2013-09-30,180341,89906,710400895
686,2013-12-30,0,0,710860185
687,2013-12-30,0,0,710861686
688,2014-07-30,747065,707947,237386026
689,NULL,NULL,NULL,208069419
690,2014-12-30,0,0,471100821
691,2013-12-30,0,0,710573620
692,2013-12-30,10046,NULL,710856930
693,2013-12-30,0,0,841637761
694,2014-09-30,0,0,860747202
695,2013-12-30,3885,3885,510182918
696,2014-06-30,78472,69944,860691113
697,2014-12-30,0,0,470871009
698,2013-03-30,6500,6500,261813103
699,NULL,NULL,NULL,860196696
700,NULL,NULL,NULL,860960699
701,2013-12-30,9792063,NULL,860122680
702,2014-12-30,0,0,61723695
703,2014-08-30,0,0,860719784
704,2013-12-30,0,0,860591706
705,2014-10-30,6735601,6244363,866031135
706,2014-06-30,5779792,5746357,237169261
707,NULL,NULL,NULL,261562495
708,2014-06-30,121789,121789,866050701
709,2014-12-30,0,0,454937961
710,2012-12-30,0,0,205121514
711,2014-12-30,0,0,412226482
712,NULL,NULL,NULL,200464283
713,2013-12-30,6064001,4110958,860901615
714,2013-08-30,0,0,860611792
715,2014-07-30,33375,33375,860670641
716,2014-12-30,0,0,860707942
717,2013-12-30,73742,71429,860190900
718,2014-06-30,0,0,860874360
719,2013-06-30,75043,44456,860216519
720,2014-09-30,281971,281971,860410245
721,2014-06-30,130535,128165,860230869
722,2014-03-30,0,0,742468937
723,2014-08-30,0,0,463377173
724,2014-12-30,0,0,260497213
725,2013-12-30,83471,77773,860481826
726,NULL,NULL,NULL,205134997
727,2013-06-30,9570267,9054937,860390558
728,2014-12-30,0,0,861046960
729,2013-09-30,13227687,8412523,860111675
730,2014-05-30,0,0,860554728
731,NULL,NULL,NULL,866004791
732,2013-12-30,120966,120966,311601974
733,2013-06-30,26541743,24479643,860174843
734,2013-12-30,0,0,651281505
735,NULL,NULL,NULL,860179321
736,2013-12-30,95058,91717,311253622
737,NULL,NULL,NULL,742418281
738,NULL,NULL,NULL,742579628
739,2013-12-30,222862,195433,237042402
740,2014-12-30,0,0,651248367
741,NULL,NULL,NULL,860719964
742,2014-12-30,0,0,461289175
743,2013-12-30,0,0,860721420
744,2015-04-30,4594,4594,510662449
745,2014-12-30,120157,120157,861028253
746,2014-09-30,0,0,731687944
747,2014-12-30,0,0,860186836
748,2014-12-30,0,0,860585853
749,2014-12-30,0,0,272285931
750,2013-06-30,126348,104642,237115801
751,NULL,NULL,NULL,860746686
752,2013-12-30,42025,42025,860790385
753,2013-12-30,0,0,860920589
754,2014-05-30,108260,91392,942404270
755,2013-12-30,2987378,865218,860640183
756,NULL,NULL,NULL,860185552
757,2013-06-30,1045484,992542,860851830
758,NULL,NULL,NULL,742353316
759,2013-12-30,33017,32367,860348075
760,NULL,NULL,NULL,200114105
761,2013-08-30,3994098,3681237,860934323
762,2014-12-30,0,0,462286334
763,2013-12-30,299622,235534,860834441
764,2013-12-30,0,0,432068623
765,NULL,NULL,NULL,800418986
766,2013-12-30,0,0,200374999
767,2013-12-30,0,0,237120669
768,2014-05-30,0,0,860473992
769,2013-12-30,33121,33121,742388747
